Airline,Destination airport,Origin airport,Route Details,Dest Latitude,Dest Longitude,Origin Latitude,Origin Longitude
AC,MSY,EWR,EWR-MSY,40.4132,-74.107,29.5936,-90.1528
AC,MSY,IAD,IAD-MSY,38.564,-77.272,29.5936,-90.1528
AC,MSY,IAH,IAH-MSY,29.5849,-95.2023,29.5936,-90.1528
AC,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
AC,ORD,MSY,MSY-ORD,29.5936,-90.1528,41.5846,-87.5416
AF,BTR,ATL,ATL-BTR,33.3825,-84.2537,30.3159,-91.858
AF,BTV,ATL,ATL-BTV,33.3825,-84.2537,44.2818,-73.911
AF,BUF,ATL,ATL-BUF,33.3825,-84.2537,42.5625,-78.4355
AF,BWI,ATL,ATL-BWI,33.3825,-84.2537,39.1031,-76.406
AF,CAE,ATL,ATL-CAE,33.3825,-84.2537,33.5619,-81.71
AF,CHA,ATL,ATL-CHA,33.3825,-84.2537,35.27,-85.1213
AF,CHS,ATL,ATL-CHS,33.3825,-84.2537,32.5355,-80.225
AF,CLE,ATL,ATL-CLE,33.3825,-84.2537,41.2442,-81.5059
AF,CLT,ATL,ATL-CLT,33.3825,-84.2537,35.125,-80.5635
AF,CMH,ATL,ATL-CMH,33.3825,-84.2537,39.5952,-82.533
AF,COS,ATL,ATL-COS,33.3825,-84.2537,38.482,-104.42
AF,CVG,ATL,ATL-CVG,33.3825,-84.2537,39.246,-84.3943
AF,DAL,ATL,ATL-DAL,33.3825,-84.2537,32.5049,-96.516
AF,DAY,ATL,ATL-DAY,33.3825,-84.2537,39.548,-84.139
AF,DCA,ATL,ATL-DCA,33.3825,-84.2537,38.517,-77.215
AF,DEN,ATL,ATL-DEN,33.3825,-84.2537,39.513,-104.401
AF,DFW,ATL,ATL-DFW,33.3825,-84.2537,32.5347,-97.215
AF,DHN,ATL,ATL-DHN,33.3825,-84.2537,31.1916,-85.2658
AF,DSM,ATL,ATL-DSM,33.3825,-84.2537,41.322,-93.3945
AF,DTW,ATL,ATL-DTW,33.3825,-84.2537,42.1244,-83.2112
AF,DTW,MSY,MSY-DTW,29.5936,-90.1528,42.1244,-83.2112
AF,ELP,ATL,ATL-ELP,33.3825,-84.2537,31.4824,-106.224
AF,EWN,ATL,ATL-EWN,33.3825,-84.2537,35.422,-77.234
AF,EWR,ATL,ATL-EWR,33.3825,-84.2537,40.4132,-74.107
AF,EYW,ATL,ATL-EYW,33.3825,-84.2537,24.3322,-81.4534
AF,FLL,ATL,ATL-FLL,33.3825,-84.2537,26.421,-80.99
AF,FSM,ATL,ATL-FSM,33.3825,-84.2537,35.2011,-94.222
AF,GNV,ATL,ATL-GNV,33.3825,-84.2537,29.4124,-82.1618
AF,GRB,ATL,ATL-GRB,33.3825,-84.2537,44.296,-88.746
AF,GRK,ATL,ATL-GRK,33.3825,-84.2537,31.42,-97.4944
AF,GRR,ATL,ATL-GRR,33.3825,-84.2537,42.5251,-85.3122
AF,HPN,ATL,ATL-HPN,33.3825,-84.2537,41.41,-73.4227
AF,IAD,ATL,ATL-IAD,33.3825,-84.2537,38.564,-77.272
AF,IAH,ATL,ATL-IAH,33.3825,-84.2537,29.5849,-95.2023
AF,ICT,ATL,ATL-ICT,33.3825,-84.2537,37.3859,-97.2559
AF,ILM,ATL,ATL-ILM,33.3825,-84.2537,34.1614,-77.549
AF,IND,ATL,ATL-IND,33.3825,-84.2537,39.432,-86.1739
AF,JAN,ATL,ATL-JAN,33.3825,-84.2537,32.184,-90.433
AF,JAX,ATL,ATL-JAX,33.3825,-84.2537,30.2938,-81.4116
AF,JFK,ATL,ATL-JFK,33.3825,-84.2537,40.3823,-73.4644
AF,JFK,MSY,MSY-JFK,29.5936,-90.1528,40.3823,-73.4644
AF,LAS,ATL,ATL-LAS,33.3825,-84.2537,36.449,-115.98
AF,LAX,ATL,ATL-LAX,33.3825,-84.2537,33.5633,-118.2429
AF,LAX,MSP,MSP-LAX,44.5249,-93.13,33.5633,-118.2429
AF,LFT,ATL,ATL-LFT,33.3825,-84.2537,30.1219,-91.5915
AF,LGA,ATL,ATL-LGA,33.3825,-84.2537,40.4638,-73.5221
AF,LIT,ATL,ATL-LIT,33.3825,-84.2537,34.4346,-92.1327
AF,MCI,ATL,ATL-MCI,33.3825,-84.2537,39.1751,-94.425
AF,MCO,ATL,ATL-MCO,33.3825,-84.2537,28.2544,-81.1857
AF,MDT,ATL,ATL-MDT,33.3825,-84.2537,40.1136,-76.4548
AF,MDW,ATL,ATL-MDW,33.3825,-84.2537,41.479,-87.458
AF,MEM,ATL,ATL-MEM,33.3825,-84.2537,35.232,-89.5836
AF,MIA,ATL,ATL-MIA,33.3825,-84.2537,25.4735,-80.1726
AF,MKE,ATL,ATL-MKE,33.3825,-84.2537,42.565,-87.5347
AF,MLB,ATL,ATL-MLB,33.3825,-84.2537,28.69,-80.3842
AF,MLU,ATL,ATL-MLU,33.3825,-84.2537,32.3039,-92.215
AF,MOB,ATL,ATL-MOB,33.3825,-84.2537,30.4129,-88.1434
AF,MSN,ATL,ATL-MSN,33.3825,-84.2537,43.823,-89.2015
AF,MSP,ATL,ATL-MSP,33.3825,-84.2537,44.5249,-93.13
AF,MSP,LAX,LAX-MSP,33.5633,-118.2429,44.5249,-93.13
AF,MSP,MSY,MSY-MSP,29.5936,-90.1528,44.5249,-93.13
AF,MSY,ATL,ATL-MSY,33.3825,-84.2537,29.5936,-90.1528
AF,MSY,DTW,DTW-MSY,42.1244,-83.2112,29.5936,-90.1528
AF,MSY,JFK,JFK-MSY,40.3823,-73.4644,29.5936,-90.1528
AF,MSY,MSP,MSP-MSY,44.5249,-93.13,29.5936,-90.1528
AF,MYR,ATL,ATL-MYR,33.3825,-84.2537,33.4047,-78.5542
AF,OKC,ATL,ATL-OKC,33.3825,-84.2537,35.2335,-97.362
AF,OMA,ATL,ATL-OMA,33.3825,-84.2537,41.189,-95.5337
AF,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
AF,ORF,ATL,ATL-ORF,33.3825,-84.2537,36.534,-76.124
AF,PBI,ATL,ATL-PBI,33.3825,-84.2537,26.4059,-80.544
AF,PDX,ATL,ATL-PDX,33.3825,-84.2537,45.3519,-122.3551
AF,PHF,ATL,ATL-PHF,33.3825,-84.2537,37.754,-76.2934
AF,PHL,ATL,ATL-PHL,33.3825,-84.2537,39.5219,-75.1428
AF,PHX,ATL,ATL-PHX,33.3825,-84.2537,33.263,-112.029
AF,PIT,ATL,ATL-PIT,33.3825,-84.2537,40.2929,-80.1358
AF,PNS,ATL,ATL-PNS,33.3825,-84.2537,30.2823,-87.1114
AF,PVD,ATL,ATL-PVD,33.3825,-84.2537,41.4326,-71.2541
AF,PWM,ATL,ATL-PWM,33.3825,-84.2537,43.3846,-70.1831
AF,RDU,ATL,ATL-RDU,33.3825,-84.2537,35.5239,-78.4714
AF,RIC,ATL,ATL-RIC,33.3825,-84.2537,37.3018,-77.191
AF,ROC,ATL,ATL-ROC,33.3825,-84.2537,43.77,-77.402
AF,RSW,ATL,ATL-RSW,33.3825,-84.2537,26.321,-81.4518
AF,SAN,ATL,ATL-SAN,33.3825,-84.2537,32.44,-117.1122
AF,SAT,ATL,ATL-SAT,33.3825,-84.2537,29.321,-98.2811
AF,SAV,ATL,ATL-SAV,33.3825,-84.2537,32.739,-81.127
AF,SEA,ATL,ATL-SEA,33.3825,-84.2537,47.2656,-122.1833
AF,SEA,MSP,MSP-SEA,44.5249,-93.13,47.2656,-122.1833
AF,SFO,ATL,ATL-SFO,33.3825,-84.2537,37.378,-122.2229
AF,SFO,MSP,MSP-SFO,44.5249,-93.13,37.378,-122.2229
AF,SHV,ATL,ATL-SHV,33.3825,-84.2537,32.2647,-93.4932
AF,SLC,ATL,ATL-SLC,33.3825,-84.2537,40.4718,-111.5839
AF,SMF,ATL,ATL-SMF,33.3825,-84.2537,38.4143,-121.3526
AF,SNA,ATL,ATL-SNA,33.3825,-84.2537,33.4032,-117.525
AF,STL,ATL,ATL-STL,33.3825,-84.2537,38.4451,-90.2135
AF,SYR,ATL,ATL-SYR,33.3825,-84.2537,43.64,-76.622
AF,TLH,ATL,ATL-TLH,33.3825,-84.2537,30.2347,-84.211
AF,TPA,ATL,ATL-TPA,33.3825,-84.2537,27.5831,-82.3159
AF,TUL,ATL,ATL-TUL,33.3825,-84.2537,36.1154,-95.5317
AF,TUS,ATL,ATL-TUS,33.3825,-84.2537,32.658,-110.5629
AF,TYS,ATL,ATL-TYS,33.3825,-84.2537,35.4844,-83.5934
AF,VPS,ATL,ATL-VPS,33.3825,-84.2537,30.2859,-86.3131
AM,BWI,ATL,ATL-BWI,33.3825,-84.2537,39.1031,-76.406
AM,CLE,ATL,ATL-CLE,33.3825,-84.2537,41.2442,-81.5059
AM,CMH,ATL,ATL-CMH,33.3825,-84.2537,39.5952,-82.533
AM,CVG,ATL,ATL-CVG,33.3825,-84.2537,39.246,-84.3943
AM,DCA,ATL,ATL-DCA,33.3825,-84.2537,38.517,-77.215
AM,DEN,ATL,ATL-DEN,33.3825,-84.2537,39.513,-104.401
AM,DTW,ATL,ATL-DTW,33.3825,-84.2537,42.1244,-83.2112
AM,EWR,ATL,ATL-EWR,33.3825,-84.2537,40.4132,-74.107
AM,IAD,ATL,ATL-IAD,33.3825,-84.2537,38.564,-77.272
AM,IND,ATL,ATL-IND,33.3825,-84.2537,39.432,-86.1739
AM,JAX,ATL,ATL-JAX,33.3825,-84.2537,30.2938,-81.4116
AM,JFK,ATL,ATL-JFK,33.3825,-84.2537,40.3823,-73.4644
AM,LGA,ATL,ATL-LGA,33.3825,-84.2537,40.4638,-73.5221
AM,MCI,ATL,ATL-MCI,33.3825,-84.2537,39.1751,-94.425
AM,MCO,ATL,ATL-MCO,33.3825,-84.2537,28.2544,-81.1857
AM,MEM,ATL,ATL-MEM,33.3825,-84.2537,35.232,-89.5836
AM,MIA,ATL,ATL-MIA,33.3825,-84.2537,25.4735,-80.1726
AM,MSP,ATL,ATL-MSP,33.3825,-84.2537,44.5249,-93.13
AM,MSY,ATL,ATL-MSY,33.3825,-84.2537,29.5936,-90.1528
AM,PHL,ATL,ATL-PHL,33.3825,-84.2537,39.5219,-75.1428
AM,PIT,ATL,ATL-PIT,33.3825,-84.2537,40.2929,-80.1358
AM,RDU,ATL,ATL-RDU,33.3825,-84.2537,35.5239,-78.4714
AM,RIC,ATL,ATL-RIC,33.3825,-84.2537,37.3018,-77.191
AM,SEA,ATL,ATL-SEA,33.3825,-84.2537,47.2656,-122.1833
AM,SLC,ATL,ATL-SLC,33.3825,-84.2537,40.4718,-111.5839
AM,STL,ATL,ATL-STL,33.3825,-84.2537,38.4451,-90.2135
AS,BOS,LAX,LAX-BOS,33.5633,-118.2429,42.2151,-71.018
AS,BOS,PBG,PBG-BOS,44.393,-73.285,42.2151,-71.018
AS,BOS,PDX,PDX-BOS,45.3519,-122.3551,42.2151,-71.018
AS,BOS,PQI,PQI-BOS,46.412,-68.241,42.2151,-71.018
AS,BOS,SAN,SAN-BOS,32.44,-117.1122,42.2151,-71.018
AS,BOS,SEA,SEA-BOS,47.2656,-122.1833,42.2151,-71.018
AS,BUR,PDX,PDX-BUR,45.3519,-122.3551,34.122,-118.2131
AS,BUR,SEA,SEA-BUR,47.2656,-122.1833,34.122,-118.2131
AS,CHS,ATL,ATL-CHS,33.3825,-84.2537,32.5355,-80.225
AS,CLT,ATL,ATL-CLT,33.3825,-84.2537,35.125,-80.5635
AS,CMH,LAX,LAX-CMH,33.5633,-118.2429,39.5952,-82.533
AS,COS,SEA,SEA-COS,47.2656,-122.1833,38.482,-104.42
AS,CVG,SLC,SLC-CVG,40.4718,-111.5839,39.246,-84.3943
AS,DCA,LAX,LAX-DCA,33.5633,-118.2429,38.517,-77.215
AS,DCA,PDX,PDX-DCA,45.3519,-122.3551,38.517,-77.215
AS,DCA,SEA,SEA-DCA,47.2656,-122.1833,38.517,-77.215
AS,DEN,LAX,LAX-DEN,33.5633,-118.2429,39.513,-104.401
AS,DEN,SEA,SEA-DEN,47.2656,-122.1833,39.513,-104.401
AS,DFW,LAX,LAX-DFW,33.5633,-118.2429,32.5347,-97.215
AS,DFW,PDX,PDX-DFW,45.3519,-122.3551,32.5347,-97.215
AS,DFW,SAN,SAN-DFW,32.44,-117.1122,32.5347,-97.215
AS,DFW,SEA,SEA-DFW,47.2656,-122.1833,32.5347,-97.215
AS,DFW,SFO,SFO-DFW,37.378,-122.2229,32.5347,-97.215
AS,DFW,SNA,SNA-DFW,33.4032,-117.525,32.5347,-97.215
AS,DTW,PDX,PDX-DTW,45.3519,-122.3551,42.1244,-83.2112
AS,DTW,SAN,SAN-DTW,32.44,-117.1122,42.1244,-83.2112
AS,ELP,LAX,LAX-ELP,33.5633,-118.2429,31.4824,-106.224
AS,EWR,SEA,SEA-EWR,47.2656,-122.1833,40.4132,-74.107
AS,FAT,LAX,LAX-FAT,33.5633,-118.2429,36.4634,-119.435
AS,FAT,PDX,PDX-FAT,45.3519,-122.3551,36.4634,-119.435
AS,FAT,SAN,SAN-FAT,32.44,-117.1122,36.4634,-119.435
AS,FAT,SEA,SEA-FAT,47.2656,-122.1833,36.4634,-119.435
AS,FLL,SEA,SEA-FLL,47.2656,-122.1833,26.421,-80.99
AS,GEG,PDX,PDX-GEG,45.3519,-122.3551,47.3711,-117.321
AS,GEG,SEA,SEA-GEG,47.2656,-122.1833,47.3711,-117.321
AS,GTF,HLN,HLN-GTF,46.3624,-111.5857,47.2855,-111.2214
AS,GTF,SEA,SEA-GTF,47.2656,-122.1833,47.2855,-111.2214
AS,HLN,GTF,GTF-HLN,47.2855,-111.2214,46.3624,-111.5857
AS,IAH,LAX,LAX-IAH,33.5633,-118.2429,29.5849,-95.2023
AS,IAH,SEA,SEA-IAH,47.2656,-122.1833,29.5849,-95.2023
AS,IND,LAX,LAX-IND,33.5633,-118.2429,39.432,-86.1739
AS,ISP,BOS,BOS-ISP,42.2151,-71.018,40.4742,-73.6
AS,JAN,ATL,ATL-JAN,33.3825,-84.2537,32.184,-90.433
AS,JAX,ATL,ATL-JAX,33.3825,-84.2537,30.2938,-81.4116
AS,JFK,LAX,LAX-JFK,33.5633,-118.2429,40.3823,-73.4644
AS,JFK,SAN,SAN-JFK,32.44,-117.1122,40.3823,-73.4644
AS,JFK,SEA,SEA-JFK,47.2656,-122.1833,40.3823,-73.4644
AS,JFK,SFO,SFO-JFK,37.378,-122.2229,40.3823,-73.4644
AS,LAS,BLI,BLI-LAS,48.4733,-122.3215,36.449,-115.98
AS,LAS,PDX,PDX-LAS,45.3519,-122.3551,36.449,-115.98
AS,LAS,SEA,SEA-LAS,47.2656,-122.1833,36.449,-115.98
AS,LAX,ATL,ATL-LAX,33.3825,-84.2537,33.5633,-118.2429
AS,LAX,AUS,AUS-LAX,30.114,-97.4011,33.5633,-118.2429
AS,LAX,BDL,BDL-LAX,41.562,-72.4059,33.5633,-118.2429
AS,LAX,BNA,BNA-LAX,36.728,-86.4041,33.5633,-118.2429
AS,LAX,BOS,BOS-LAX,42.2151,-71.018,33.5633,-118.2429
AS,LAX,CMH,CMH-LAX,39.5952,-82.533,33.5633,-118.2429
AS,LAX,DCA,DCA-LAX,38.517,-77.215,33.5633,-118.2429
AS,LAX,DEN,DEN-LAX,39.513,-104.401,33.5633,-118.2429
AS,LAX,DFW,DFW-LAX,32.5347,-97.215,33.5633,-118.2429
AS,LAX,ELP,ELP-LAX,31.4824,-106.224,33.5633,-118.2429
AS,LAX,FAT,FAT-LAX,36.4634,-119.435,33.5633,-118.2429
AS,LAX,IAH,IAH-LAX,29.5849,-95.2023,33.5633,-118.2429
AS,LAX,IND,IND-LAX,39.432,-86.1739,33.5633,-118.2429
AS,LAX,JFK,JFK-LAX,40.3823,-73.4644,33.5633,-118.2429
AS,LAX,MCO,MCO-LAX,28.2544,-81.1857,33.5633,-118.2429
AS,LAX,MIA,MIA-LAX,25.4735,-80.1726,33.5633,-118.2429
AS,LAX,MSP,MSP-LAX,44.5249,-93.13,33.5633,-118.2429
AS,LAX,MSY,MSY-LAX,29.5936,-90.1528,33.5633,-118.2429
AS,LAX,OKC,OKC-LAX,35.2335,-97.362,33.5633,-118.2429
AS,LAX,ORD,ORD-LAX,41.5846,-87.5416,33.5633,-118.2429
AS,LAX,PDX,PDX-LAX,45.3519,-122.3551,33.5633,-118.2429
AS,LAX,PHX,PHX-LAX,33.263,-112.029,33.5633,-118.2429
AS,LAX,PIT,PIT-LAX,40.2929,-80.1358,33.5633,-118.2429
AS,LAX,RDU,RDU-LAX,35.5239,-78.4714,33.5633,-118.2429
AS,LAX,RNO,RNO-LAX,39.2954,-119.465,33.5633,-118.2429
AS,LAX,SAF,SAF-LAX,35.37,-106.517,33.5633,-118.2429
AS,LAX,SAN,SAN-LAX,32.44,-117.1122,33.5633,-118.2429
AS,LAX,SEA,SEA-LAX,47.2656,-122.1833,33.5633,-118.2429
AS,LAX,SFO,SFO-LAX,37.378,-122.2229,33.5633,-118.2429
AS,LAX,SJC,SJC-LAX,37.2142,-121.5544,33.5633,-118.2429
AS,LAX,SLC,SLC-LAX,40.4718,-111.5839,33.5633,-118.2429
AS,LAX,SMF,SMF-LAX,38.4143,-121.3526,33.5633,-118.2429
AS,LAX,STL,STL-LAX,38.4451,-90.2135,33.5633,-118.2429
AS,LAX,TUS,TUS-LAX,32.658,-110.5629,33.5633,-118.2429
AS,LGB,PDX,PDX-LGB,45.3519,-122.3551,33.493,-118.95
AS,LGB,SEA,SEA-LGB,47.2656,-122.1833,33.493,-118.95
AS,MCI,SEA,SEA-MCI,47.2656,-122.1833,39.1751,-94.425
AS,MCO,LAX,LAX-MCO,33.5633,-118.2429,28.2544,-81.1857
AS,MCO,SAN,SAN-MCO,32.44,-117.1122,28.2544,-81.1857
AS,MCO,SEA,SEA-MCO,47.2656,-122.1833,28.2544,-81.1857
AS,MEM,ATL,ATL-MEM,33.3825,-84.2537,35.232,-89.5836
AS,MIA,ATL,ATL-MIA,33.3825,-84.2537,25.4735,-80.1726
AS,MIA,LAX,LAX-MIA,33.5633,-118.2429,25.4735,-80.1726
AS,MIA,SFO,SFO-MIA,37.378,-122.2229,25.4735,-80.1726
AS,MSP,SAN,SAN-MSP,32.44,-117.1122,44.5249,-93.13
AS,MSP,SEA,SEA-MSP,47.2656,-122.1833,44.5249,-93.13
AS,MSY,ATL,ATL-MSY,33.3825,-84.2537,29.5936,-90.1528
AS,MSY,LAX,LAX-MSY,33.5633,-118.2429,29.5936,-90.1528
AS,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
AS,MSY,SLC,SLC-MSY,40.4718,-111.5839,29.5936,-90.1528
AS,OAK,PDX,PDX-OAK,45.3519,-122.3551,37.4316,-122.1314
AS,OAK,SEA,SEA-OAK,47.2656,-122.1833,37.4316,-122.1314
AS,OKC,LAX,LAX-OKC,33.5633,-118.2429,35.2335,-97.362
AS,OMA,SEA,SEA-OMA,47.2656,-122.1833,41.189,-95.5337
AS,ONT,PDX,PDX-ONT,45.3519,-122.3551,34.321,-117.364
AS,ONT,SEA,SEA-ONT,47.2656,-122.1833,34.321,-117.364
AS,ORD,LAX,LAX-ORD,33.5633,-118.2429,41.5846,-87.5416
AS,ORD,PDX,PDX-ORD,45.3519,-122.3551,41.5846,-87.5416
AS,ORD,SAN,SAN-ORD,32.44,-117.1122,41.5846,-87.5416
AS,ORD,SEA,SEA-ORD,47.2656,-122.1833,41.5846,-87.5416
AS,ORD,SFO,SFO-ORD,37.378,-122.2229,41.5846,-87.5416
AS,ORF,ATL,ATL-ORF,33.3825,-84.2537,36.534,-76.124
AS,PBG,BOS,BOS-PBG,42.2151,-71.018,44.393,-73.285
AS,PBI,ATL,ATL-PBI,33.3825,-84.2537,26.4059,-80.544
AS,PDX,ATL,ATL-PDX,33.3825,-84.2537,45.3519,-122.3551
AS,PDX,BLI,BLI-PDX,48.4733,-122.3215,45.3519,-122.3551
AS,PDX,BOI,BOI-PDX,43.3351,-116.1322,45.3519,-122.3551
AS,PDX,BOS,BOS-PDX,42.2151,-71.018,45.3519,-122.3551
AS,PDX,BUR,BUR-PDX,34.122,-118.2131,45.3519,-122.3551
AS,PDX,DCA,DCA-PDX,38.517,-77.215,45.3519,-122.3551
AS,PDX,DFW,DFW-PDX,32.5347,-97.215,45.3519,-122.3551
AS,PDX,DTW,DTW-PDX,42.1244,-83.2112,45.3519,-122.3551
AS,PDX,FAT,FAT-PDX,36.4634,-119.435,45.3519,-122.3551
AS,PDX,GEG,GEG-PDX,47.3711,-117.321,45.3519,-122.3551
AS,PDX,LAS,LAS-PDX,36.449,-115.98,45.3519,-122.3551
AS,PDX,LAX,LAX-PDX,33.5633,-118.2429,45.3519,-122.3551
AS,PDX,LGB,LGB-PDX,33.493,-118.95,45.3519,-122.3551
AS,PDX,OAK,OAK-PDX,37.4316,-122.1314,45.3519,-122.3551
AS,PDX,ONT,ONT-PDX,34.321,-117.364,45.3519,-122.3551
AS,PDX,ORD,ORD-PDX,41.5846,-87.5416,45.3519,-122.3551
AS,PDX,PHX,PHX-PDX,33.263,-112.029,45.3519,-122.3551
AS,PDX,PSP,PSP-PDX,33.4946,-116.3024,45.3519,-122.3551
AS,PDX,RNO,RNO-PDX,39.2954,-119.465,45.3519,-122.3551
AS,PDX,SAN,SAN-PDX,32.44,-117.1122,45.3519,-122.3551
AS,PDX,SEA,SEA-PDX,47.2656,-122.1833,45.3519,-122.3551
AS,PDX,SFO,SFO-PDX,37.378,-122.2229,45.3519,-122.3551
AS,PDX,SJC,SJC-PDX,37.2142,-121.5544,45.3519,-122.3551
AS,PDX,SLC,SLC-PDX,40.4718,-111.5839,45.3519,-122.3551
AS,PDX,SMF,SMF-PDX,38.4143,-121.3526,45.3519,-122.3551
AS,PDX,SNA,SNA-PDX,33.4032,-117.525,45.3519,-122.3551
AS,PDX,TUS,TUS-PDX,32.658,-110.5629,45.3519,-122.3551
AS,PHL,SEA,SEA-PHL,47.2656,-122.1833,39.5219,-75.1428
AS,PHX,LAX,LAX-PHX,33.5633,-118.2429,33.263,-112.029
AS,PHX,PDX,PDX-PHX,45.3519,-122.3551,33.263,-112.029
AS,PHX,SEA,SEA-PHX,47.2656,-122.1833,33.263,-112.029
AS,PIT,LAX,LAX-PIT,33.5633,-118.2429,40.2929,-80.1358
AS,PNS,ATL,ATL-PNS,33.3825,-84.2537,30.2823,-87.1114
AS,PQI,BOS,BOS-PQI,42.2151,-71.018,46.412,-68.241
AS,PSP,PDX,PDX-PSP,45.3519,-122.3551,33.4946,-116.3024
AS,PSP,SEA,SEA-PSP,47.2656,-122.1833,33.4946,-116.3024
AS,PSP,SFO,SFO-PSP,37.378,-122.2229,33.4946,-116.3024
AS,PSP,SMF,SMF-PSP,38.4143,-121.3526,33.4946,-116.3024
AS,RDU,ATL,ATL-RDU,33.3825,-84.2537,35.5239,-78.4714
AS,RDU,LAX,LAX-RDU,33.5633,-118.2429,35.5239,-78.4714
AS,RNO,LAX,LAX-RNO,33.5633,-118.2429,39.2954,-119.465
AS,RNO,PDX,PDX-RNO,45.3519,-122.3551,39.2954,-119.465
AS,RNO,SEA,SEA-RNO,47.2656,-122.1833,39.2954,-119.465
AS,RNO,SJC,SJC-RNO,37.2142,-121.5544,39.2954,-119.465
AS,RSW,ATL,ATL-RSW,33.3825,-84.2537,26.321,-81.4518
AS,SAF,LAX,LAX-SAF,33.5633,-118.2429,35.37,-106.517
AS,SAN,ATL,ATL-SAN,33.3825,-84.2537,32.44,-117.1122
AS,SAN,BOI,BOI-SAN,43.3351,-116.1322,32.44,-117.1122
AS,SAN,BOS,BOS-SAN,42.2151,-71.018,32.44,-117.1122
AS,SAN,DFW,DFW-SAN,32.5347,-97.215,32.44,-117.1122
AS,SAN,DTW,DTW-SAN,42.1244,-83.2112,32.44,-117.1122
AS,SAN,FAT,FAT-SAN,36.4634,-119.435,32.44,-117.1122
AS,SAN,JFK,JFK-SAN,40.3823,-73.4644,32.44,-117.1122
AS,SAN,LAX,LAX-SAN,33.5633,-118.2429,32.44,-117.1122
AS,SAN,MCO,MCO-SAN,28.2544,-81.1857,32.44,-117.1122
AS,SAN,MSP,MSP-SAN,44.5249,-93.13,32.44,-117.1122
AS,SAN,ORD,ORD-SAN,41.5846,-87.5416,32.44,-117.1122
AS,SAN,PDX,PDX-SAN,45.3519,-122.3551,32.44,-117.1122
AS,SAN,SEA,SEA-SAN,47.2656,-122.1833,32.44,-117.1122
AS,SAN,SLC,SLC-SAN,40.4718,-111.5839,32.44,-117.1122
AS,SAT,SEA,SEA-SAT,47.2656,-122.1833,29.321,-98.2811
AS,SAV,ATL,ATL-SAV,33.3825,-84.2537,32.739,-81.127
AS,SEA,ATL,ATL-SEA,33.3825,-84.2537,47.2656,-122.1833
AS,SEA,AUS,AUS-SEA,30.114,-97.4011,47.2656,-122.1833
AS,SEA,BLI,BLI-SEA,48.4733,-122.3215,47.2656,-122.1833
AS,SEA,BOI,BOI-SEA,43.3351,-116.1322,47.2656,-122.1833
AS,SEA,BOS,BOS-SEA,42.2151,-71.018,47.2656,-122.1833
AS,SEA,BUR,BUR-SEA,34.122,-118.2131,47.2656,-122.1833
AS,SEA,COS,COS-SEA,38.482,-104.42,47.2656,-122.1833
AS,SEA,DCA,DCA-SEA,38.517,-77.215,47.2656,-122.1833
AS,SEA,DEN,DEN-SEA,39.513,-104.401,47.2656,-122.1833
AS,SEA,DFW,DFW-SEA,32.5347,-97.215,47.2656,-122.1833
AS,SEA,EWR,EWR-SEA,40.4132,-74.107,47.2656,-122.1833
AS,SEA,FAT,FAT-SEA,36.4634,-119.435,47.2656,-122.1833
AS,SEA,FLL,FLL-SEA,26.421,-80.99,47.2656,-122.1833
AS,SEA,GEG,GEG-SEA,47.3711,-117.321,47.2656,-122.1833
AS,SEA,GTF,GTF-SEA,47.2855,-111.2214,47.2656,-122.1833
AS,SEA,HLN,HLN-SEA,46.3624,-111.5857,47.2656,-122.1833
AS,SEA,IAH,IAH-SEA,29.5849,-95.2023,47.2656,-122.1833
AS,SEA,JFK,JFK-SEA,40.3823,-73.4644,47.2656,-122.1833
AS,SEA,LAS,LAS-SEA,36.449,-115.98,47.2656,-122.1833
AS,SEA,LAX,LAX-SEA,33.5633,-118.2429,47.2656,-122.1833
AS,SEA,LGB,LGB-SEA,33.493,-118.95,47.2656,-122.1833
AS,SEA,MCI,MCI-SEA,39.1751,-94.425,47.2656,-122.1833
AS,SEA,MCO,MCO-SEA,28.2544,-81.1857,47.2656,-122.1833
AS,SEA,MSP,MSP-SEA,44.5249,-93.13,47.2656,-122.1833
AS,SEA,OAK,OAK-SEA,37.4316,-122.1314,47.2656,-122.1833
AS,SEA,OMA,OMA-SEA,41.189,-95.5337,47.2656,-122.1833
AS,SEA,ONT,ONT-SEA,34.321,-117.364,47.2656,-122.1833
AS,SEA,ORD,ORD-SEA,41.5846,-87.5416,47.2656,-122.1833
AS,SEA,PDX,PDX-SEA,45.3519,-122.3551,47.2656,-122.1833
AS,SEA,PHL,PHL-SEA,39.5219,-75.1428,47.2656,-122.1833
AS,SEA,PHX,PHX-SEA,33.263,-112.029,47.2656,-122.1833
AS,SEA,PSP,PSP-SEA,33.4946,-116.3024,47.2656,-122.1833
AS,SEA,RNO,RNO-SEA,39.2954,-119.465,47.2656,-122.1833
AS,SEA,SAN,SAN-SEA,32.44,-117.1122,47.2656,-122.1833
AS,SEA,SAT,SAT-SEA,29.321,-98.2811,47.2656,-122.1833
AS,SEA,SFO,SFO-SEA,37.378,-122.2229,47.2656,-122.1833
AS,SEA,SJC,SJC-SEA,37.2142,-121.5544,47.2656,-122.1833
